00:00:00,5459,Type 2,00:00:00,"(16.32297860495722, 48.14439486485833)","(16.345084149999998, 48.2233044)",2,,,,,,
00:00:00,4256,Type 2,00:00:18,"(16.3460976, 48.18815755)","(16.328303677892254, 48.16035063511968)",2,,,,,,
00:00:00,3330,Type 2,00:00:18,"(16.359815349999998, 48.2198035)","(16.359179431063442, 48.22903722281792)",2,,,,,,
00:00:00,6403,Type 2,00:00:18,"(16.272532294980728, 48.19627260215861)","(16.33189300865241, 48.144286678454975)",1,,,,,,
00:00:00,3367,Type 1,00:00:18,"(16.332667561100568, 48.15682105429872)","(16.360854450261343, 48.23566531594656)",2,,,,,,
00:00:00,4983,Type 3,00:00:19,"(16.37024135, 48.21548265)","(16.30983955, 48.21483585)",2,,,,,,
00:00:00,954,Type 3,00:00:19,"(16.35123869465479, 48.18141044437578)","(16.39609747625529, 48.22369160274856)",1,,,,,,
00:00:00,1723,Type 3,00:00:20,"(16.427807502497064, 48.23742284460008)","(16.4130253873129, 48.18382430624515)",1,,,,,,
00:00:00,6207,Type 1,00:00:21,"(16.35800779095383, 48.23615309565032)","(16.416399868083285, 48.22603404596638)",1,,,,,,
00:00:00,1510,Type 2,00:00:22,"(16.41333207237326, 48.19162345149469)","(16.39368177196697, 48.18741182959255)",2,,,,,,
00:00:00,1500,Type 2,00:00:22,"(16.309232547737825, 48.21903908507992)","(16.392802080232332, 48.186404406389045)",1,,,,,,
00:00:00,5228,Type 3,00:00:22,"(16.3506024, 48.185117950000006)","(16.30593258455968, 48.225185846434776)",2,,,,,,
00:00:00,1751,Type 1,00:00:22,"(16.30930995564679, 48.25227837428879)","(16.413144289068235, 48.18814761671652)",1,,,,,,
00:00:00,1891,Type 3,00:00:22,"(16.36451305453741, 48.18482828975825)","(16.367809616748595, 48.200612450393066)",2,,,,,,
00:00:00,5251,Type 3,00:00:22,"(16.407750104300632, 48.19711329121828)","(16.315740606362606, 48.22569177234233)",2,,,,,,
00:00:00,5935,Type 1,00:00:24,"(16.33979576775175, 48.241170048341935)","(16.378026205391585, 48.24739433748897)",1,,,,,,
00:00:00,2574,Type 2,00:00:24,"(16.339584352808064, 48.19404375250662)","(16.359703417911913, 48.20023225744084)",1,,,,,,
00:00:00,2290,Type 1,00:00:25,"(16.42612843332307, 48.21938137266436)","(16.35963125, 48.1947473)",4,,,,,,
00:00:00,4477,Type 2,00:00:26,"(16.35800779095383, 48.23615309565032)","(16.295279819306348, 48.18042140911383)",1,,,,,,
00:00:00,2911,Type 3,00:00:26,"(16.46324311780793, 48.19362149588829)","(16.34132949642252, 48.210907856373936)",2,,,,,,
00:00:00,6420,Type 2,00:00:26,"(16.39227614884457, 48.15305348714484)","(16.332217561100567, 48.15682105429872)",1,,,,,,
00:00:00,1563,Type 2,00:00:26,"(16.363596582036863, 48.1827446332948)","(16.395245471227017, 48.20232956376256)",1,,,,,,
00:00:00,1842,Type 3,00:00:27,"(16.41248016786417, 48.26124929704659)","(16.36667760191918, 48.18904263586676)",1,,,,,,
00:00:00,1085,Type 1,00:00:27,"(16.460856782489028, 48.18448492437013)","(16.414227194124155, 48.22297084288665)",2,,,,,,
00:00:00,6309,Type 2,00:00:28,"(16.348919552622398, 48.19579049392912)","(16.4635136535387, 48.21890574451845)",2,,,,,,
00:00:00,3221,Type 1,00:00:29,"(16.352078769843324, 48.20143209533601)","(16.355607236024316, 48.22481789640912)",2,,,,,,
00:00:00,4988,Type 1,00:00:29,"(16.27027426998761, 48.213023071238815)","(16.30983955, 48.21483585)",2,,,,,,
00:00:00,6202,Type 1,00:00:29,"(16.405995046134706, 48.20303335268365)","(16.43063524070717, 48.2549045183837)",1,,,,,,
00:00:00,3194,Type 2,00:00:31,"(16.310273997176843, 48.21888118132159)","(16.351360550000003, 48.2297311)",1,,,,,,
00:00:00,1104,Type 2,00:00:31,"(16.336500447737144, 48.17504344368644)","(16.422803462222152, 48.19127478278255)",2,,,,,,
00:00:00,4749,Type 1,00:00:31,"(16.34069576775175, 48.241170048341935)","(16.331456893632723, 48.19236509253753)",1,,,,,,
00:00:00,1402,Type 3,00:00:31,"(16.354626467003595, 48.18221693013036)","(16.38831825007502, 48.19663816349623)",2,,,,,,
00:00:00,2783,Type 3,00:00:31,"(16.25815495778531, 48.193510721068336)","(16.352345310191645, 48.20423698642295)",2,,,,,,
00:00:00,859,Type 3,00:00:32,"(16.36118450267634, 48.23013158092057)","(16.377535082169175, 48.21749174480856)",2,,,,,,
00:00:00,2205,Type 3,00:00:33,"(16.29707003558883, 48.23162260883915)","(16.354979003543566, 48.1910655539688)",2,,,,,,
00:00:00,701,Type 2,00:00:34,"(16.427807502497064, 48.23742284460008)","(16.375773569477616, 48.20536049750384)",1,,,,,,
00:00:00,2889,Type 1,00:00:35,"(16.30885995564679, 48.25227837428879)","(16.360387202503414, 48.20166069852685)",1,,,,,,
00:00:00,43,Type 1,00:00:36,"(16.35123869465479, 48.18141044437578)","(16.35897279126015, 48.20882227248919)",4,,,,,,
00:00:00,4384,Type 3,00:00:36,"(16.445402150526238, 48.231787299467776)","(16.336219845581184, 48.18495597231909)",2,,,,,,
00:00:00,5092,Type 2,00:00:37,"(16.33848860385958, 48.19352985186349)","(16.2681986800997, 48.2319397638129)",1,,,,,,
00:00:00,2719,Type 2,00:00:38,"(16.33848860385958, 48.19352985186349)","(16.347558477183743, 48.199187582257)",1,,,,,,
00:00:00,2078,Type 2,00:00:38,"(16.385349636142063, 48.23091342237817)","(16.37498069480947, 48.19814474958669)",2,,,,,,
00:00:00,1473,Type 3,00:00:38,"(16.32907194062711, 48.18012369335544)","(16.393253323716483, 48.17817840121709)",2,,,,,,
00:00:00,102,Type 1,00:00:39,"(16.28594180825105, 48.16785943272047)","(16.36200020863099, 48.2052303444797)",2,,,,,,
00:00:00,178,Type 2,00:00:40,"(16.34997162299478, 48.20801610132155)","(16.34128503113254, 48.244630627001406)",1,,,,,,
00:00:00,2432,Type 2,00:00:41,"(16.36952480866854, 48.15008793579136)","(16.349007897514852, 48.19287000177065)",2,,,,,,
00:00:00,4601,Type 1,00:00:44,"(16.363386739364863, 48.197627760575685)","(16.317790661906308, 48.19022392716675)",2,,,,,,
00:00:00,3253,Type 1,00:00:44,"(16.287437513949822, 48.22539957710038)","(16.35537807663283, 48.22920034564528)",2,,,,,,
00:00:00,4700,Type 3,00:00:44,"(16.304342780280816, 48.15111715432573)","(16.325089485369123, 48.198077655128266)",2,,,,,,
00:00:00,295,Type 2,00:00:45,"(16.31361904879535, 48.14469439068878)","(16.367474461624163, 48.20166276955421)",2,,,,,,
00:00:00,4445,Type 3,00:00:46,"(16.32907194062711, 48.18012369335544)","(16.285333461247273, 48.1615252427031)",2,,,,,,
00:00:00,4949,Type 3,00:00:46,"(16.33848860385958, 48.19352985186349)","(16.299743244596563, 48.21547361189106)",1,,,,,,
00:00:00,2989,Type 3,00:00:46,"(16.27343229498073, 48.19627260215861)","(16.347368896583973, 48.20834776154028)",1,,,,,,
00:00:00,3165,Type 1,00:00:47,"(16.310273997176843, 48.21888118132159)","(16.3502999097978, 48.223740711416255)",1,,,,,,
00:00:00,3457,Type 2,00:00:48,"(16.359891547280064, 48.187945832447085)","(16.350289114558723, 48.15665346092064)",2,,,,,,
00:00:00,1324,Type 3,00:00:48,"(16.40566045, 48.20255675)","(16.378833222397706, 48.192418110126745)",1,,,,,,
00:00:00,5383,Type 1,00:00:49,"(16.35889629311357, 48.23881670054134)","(16.317434928142458, 48.23563218046296)",2,,,,,,
00:00:00,6223,Type 2,00:00:50,"(16.352480172322107, 48.19335220713016)","(16.426205516102335, 48.23834479532236)",2,,,,,,
00:00:00,3004,Type 3,00:00:50,"(16.349823975879037, 48.18057449564003)","(16.34870174955204, 48.21136956869426)",1,,,,,,
00:00:00,1979,Type 1,00:00:50,"(16.386465742835856, 48.21712862159717)","(16.37092263234443, 48.19775047433158)",2,,,,,,
00:00:00,5867,Type 2,00:00:50,"(16.413526360203182, 48.17914110644286)","(16.369330544053096, 48.25732021706175)",1,,,,,,
00:00:00,6051,Type 3,00:00:52,"(16.36135505, 48.2118881)","(16.374325480262222, 48.27476622773888)",2,,,,,,
00:00:00,5565,Type 3,00:00:52,"(16.364606698865842, 48.21017670097277)","(16.322529011778737, 48.25132611297772)",2,,,,,,
00:00:00,6215,Type 1,00:00:52,"(16.321643978758622, 48.170287703211976)","(16.425678433323068, 48.21938137266436)",2,,,,,,
00:00:00,4993,Type 2,00:00:54,"(16.405995046134706, 48.20303335268365)","(16.30983955, 48.21483585)",1,,,,,,
00:00:00,3342,Type 3,00:00:55,"(16.331609741186046, 48.15037738126956)","(16.359179431063442, 48.22903722281792)",1,,,,,,
00:00:00,4943,Type 2,00:00:56,"(16.32192845, 48.1800799)","(16.299743244596563, 48.21547361189106)",2,,,,,,
00:00:00,6256,Type 3,00:00:57,"(16.427807502497064, 48.23742284460008)","(16.444596166126814, 48.21914511448077)",1,,,,,,
00:00:00,54,Type 1,00:00:57,"(16.445758380533256, 48.24442945453824)","(16.357698292703084, 48.21210895216113)",2,,,,,,
00:00:00,4847,Type 2,00:00:58,"(16.454863253261127, 48.23166795081245)","(16.271879783267426, 48.22202885087198)",2,,,,,,
00:00:00,253,Type 2,00:01:01,"(16.37444673618794, 48.22145407967072)","(16.36359995, 48.2098319)",1,,,,,,
00:00:00,3779,Type 3,00:01:03,"(16.286100209930694, 48.174193615330495)","(16.397592400324164, 48.1557459901906)",2,,,,,,
00:00:00,2927,Type 2,00:01:04,"(16.413526360203182, 48.17914110644286)","(16.342557149999998, 48.2136413)",1,,,,,,
00:00:00,3512,Type 3,00:01:04,"(16.35800779095383, 48.23615309565032)","(16.359934054541437, 48.16288288305477)",1,,,,,,
00:00:00,3560,Type 2,00:01:04,"(16.28594180825105, 48.16785943272047)","(16.369412430990106, 48.16277029720974)",2,,,,,,
00:00:00,2315,Type 2,00:01:04,"(16.4023544914997, 48.24261709876264)","(16.364194094044972, 48.185706512472265)",2,,,,,,
00:00:00,3060,Type 3,00:01:05,"(16.331159741186045, 48.15037738126956)","(16.3519844, 48.21266885)",1,,,,,,
00:00:00,439,Type 1,00:01:05,"(16.39227614884457, 48.15305348714484)","(16.369349930906797, 48.20549745743026)",1,,,,,,
00:00:00,786,Type 1,00:01:06,"(16.41293016786417, 48.26124929704659)","(16.379508030036583, 48.208091253804575)",1,,,,,,
00:00:00,5921,Type 1,00:01:07,"(16.41248016786417, 48.26124929704659)","(16.37759405597512, 48.24069838075516)",1,,,,,,
00:00:00,441,Type 1,00:01:07,"(16.41248016786417, 48.26124929704659)","(16.369349930906797, 48.20549745743026)",1,,,,,,
00:00:00,4649,Type 1,00:01:07,"(16.27298229498073, 48.19627260215861)","(16.31705075, 48.2017202)",1,,,,,,
00:00:00,3841,Type 1,00:01:07,"(16.42350382861865, 48.169773286136575)","(16.425119914075044, 48.14845940541999)",2,,,,,,
00:00:00,1086,Type 1,00:01:08,"(16.407353751378203, 48.18720273921259)","(16.414227194124155, 48.22297084288665)",2,,,,,,
00:00:00,5783,Type 3,00:01:09,"(16.35123869465479, 48.18141044437578)","(16.360781876252922, 48.26956281287314)",1,,,,,,
00:00:00,3872,Type 1,00:01:09,"(16.39272614884457, 48.15305348714484)","(16.40448810667576, 48.18265625190261)",1,,,,,,
00:00:00,2928,Type 1,00:01:10,"(16.41307636020318, 48.17914110644286)","(16.342557149999998, 48.2136413)",1,,,,,,
00:00:00,2983,Type 1,00:01:10,"(16.36941916233328, 48.13744087461695)","(16.347368896583973, 48.20834776154028)",2,,,,,,
00:00:00,3468,Type 2,00:01:10,"(16.363596582036863, 48.1827446332948)","(16.350289114558723, 48.15665346092064)",1,,,,,,
00:00:00,3514,Type 3,00:01:11,"(16.34069576775175, 48.241170048341935)","(16.359934054541437, 48.16288288305477)",1,,,,,,
00:00:00,555,Type 2,00:01:11,"(16.349670511193892, 48.2095185412365)","(16.37266195133584, 48.20634985677057)",1,,,,,,
00:00:12,2086,Type 2,00:01:12,"(16.407943134333603, 48.19239972965126)","(16.378919099055665, 48.188301216603065)",4,,,,,,
00:00:00,2325,Type 2,00:01:12,"(16.423678941984452, 48.17609838149245)","(16.364717854730742, 48.18846689017584)",2,,,,,,
00:00:00,6218,Type 3,00:01:13,"(16.41203016786417, 48.26124929704659)","(16.425678433323068, 48.21938137266436)",1,,,,,,
00:00:00,1005,Type 1,00:01:13,"(16.35123869465479, 48.18141044437578)","(16.405903212426875, 48.22374548977571)",1,,,,,,
00:00:00,4644,Type 2,00:01:13,"(16.309571768365693, 48.21861857620648)","(16.31705075, 48.2017202)",1,,,,,,
00:00:00,994,Type 2,00:01:13,"(16.309571768365693, 48.21861857620648)","(16.405650300002655, 48.21790500332877)",1,,,,,,
00:00:00,3815,Type 1,00:01:14,"(16.36752667689619, 48.20754141409101)","(16.407082558926373, 48.161405298242805)",2,,,,,,
00:00:00,484,Type 1,00:01:14,"(16.359917593193277, 48.22666226067053)","(16.37101138219214, 48.21338529117057)",2,,,,,,
00:00:00,1371,Type 3,00:01:16,"(16.388305660877226, 48.14351937904662)","(16.387811900000003, 48.188988)",2,,,,,,
00:00:00,1640,Type 3,00:01:16,"(16.413526360203182, 48.17914110644286)","(16.40066191930183, 48.19333011906182)",1,,,,,,
00:00:00,3018,Type 2,00:01:16,"(16.34980497527009, 48.18114628366276)","(16.34853499773646, 48.21290876016659)",1,,,,,,
00:00:00,2261,Type 2,00:01:17,"(16.37955459428812, 48.211508775485385)","(16.359680650277785, 48.19042152270527)",2,,,,,,
00:00:00,694,Type 2,00:01:18,"(16.375929136645393, 48.22255521084372)","(16.375773569477616, 48.20536049750384)",2,,,,,,
00:00:00,4893,Type 2,00:01:18,"(16.428257502497065, 48.23742284460008)","(16.29024702221885, 48.20933715173168)",1,,,,,,
00:00:00,2656,Type 2,00:01:18,"(16.30885995564679, 48.25227837428879)","(16.341352896994362, 48.20679005177573)",1,,,,,,
00:00:00,12,Type 2,00:01:19,"(16.352543379108315, 48.19071379920967)","(16.3574133, 48.2078626)",2,,,,,,
00:00:00,4581,Type 1,00:01:21,"(16.405995046134706, 48.20303335268365)","(16.297782555358996, 48.19369806012951)",1,,,,,,
00:00:00,4825,Type 1,00:01:21,"(16.3556285931389, 48.19110291936687)","(16.262539162421326, 48.22213185187292)",2,,,,,,
00:00:00,1676,Type 3,00:01:22,"(16.41203016786417, 48.26124929704659)","(16.400330688634146, 48.20027792789927)",1,,,,,,
00:00:00,5588,Type 1,00:01:22,"(16.37444673618794, 48.22145407967072)","(16.323020824588195, 48.27037922024834)",1,,,,,,
00:00:00,4754,Type 1,00:01:23,"(16.413594289068236, 48.18814761671652)","(16.331609191921977, 48.198509742732185)",2,,,,,,
00:00:00,4871,Type 1,00:01:23,"(16.404956072647003, 48.217572375369606)","(16.28122035144057, 48.2219250912108)",2,,,,,,
00:00:00,1934,Type 2,00:01:23,"(16.30930995564679, 48.25227837428879)","(16.3711911773609, 48.18985709109212)",1,,,,,,
00:00:00,538,Type 3,00:01:25,"(16.28625866631025, 48.1805277905332)","(16.373332493392997, 48.203757142513176)",2,,,,,,
00:00:00,2051,Type 3,00:01:26,"(16.454684066096174, 48.22534688838181)","(16.375595009427048, 48.192118184237245)",2,,,,,,
00:00:00,5614,Type 1,00:01:26,"(16.35644408975042, 48.2061689139784)","(16.33219879429235, 48.2573795899332)",2,,,,,,
00:00:00,1729,Type 3,00:01:27,"(16.39272614884457, 48.15305348714484)","(16.4130253873129, 48.18382430624515)",1,,,,,,
00:00:00,3497,Type 2,00:01:27,"(16.383779249309587, 48.25558986455013)","(16.359766381575852, 48.15654168118001)",2,,,,,,
00:00:00,5370,Type 2,00:01:29,"(16.435940986389465, 48.23190586983538)","(16.30967516038842, 48.241838197470784)",2,,,,,,
00:00:00,2576,Type 3,00:01:29,"(16.330709741186045, 48.15037738126956)","(16.359703417911913, 48.20023225744084)",1,,,,,,
00:00:00,955,Type 3,00:01:30,"(16.34980497527009, 48.18114628366276)","(16.39609747625529, 48.22369160274856)",1,,,,,,
00:00:00,4037,Type 1,00:01:30,"(16.39272614884457, 48.15305348714484)","(16.451389742746585, 48.17534855962275)",1,,,,,,
00:00:00,4043,Type 2,00:01:31,"(16.359815349999998, 48.2198035)","(16.298978963027782, 48.16570734367446)",2,,,,,,
00:00:00,4583,Type 1,00:01:32,"(16.309232547737825, 48.21903908507992)","(16.297782555358996, 48.19369806012951)",1,,,,,,
00:00:00,535,Type 1,00:01:32,"(16.38915573921253, 48.16858596342728)","(16.373332493392997, 48.203757142513176)",2,,,,,,
00:00:00,2811,Type 2,00:01:33,"(16.339584352808064, 48.19404375250662)","(16.351539944980406, 48.205818190698906)",1,,,,,,
00:00:00,4620,Type 1,00:01:34,"(16.331159741186045, 48.15037738126956)","(16.317646772094133, 48.19248583276804)",1,,,,,,
00:00:00,5879,Type 3,00:01:34,"(16.35123869465479, 48.18141044437578)","(16.369330544053096, 48.25732021706175)",1,,,,,,
00:00:00,6099,Type 3,00:01:35,"(16.35537217377994, 48.22089659836954)","(16.393131795118126, 48.268006659645145)",2,,,,,,
00:00:36,112,Type 2,00:01:36,"(16.445046166126815, 48.21914511448077)","(16.360005546013475, 48.20674529420971)",4,,,,,,
00:00:00,3541,Type 1,00:01:36,"(16.36459537702986, 48.21132767891216)","(16.369243590662673, 48.15642912023892)",2,,,,,,
00:00:00,1266,Type 3,00:01:36,"(16.38212206947725, 48.20677479588408)","(16.460227305365, 48.178169128217085)",2,,,,,,
00:00:00,4548,Type 3,00:01:38,"(16.298232555358997, 48.19369806012951)","(16.27914603507681, 48.20658214271782)",2,,,,,,
00:00:00,6374,Type 3,00:01:38,"(16.427807502497064, 48.23742284460008)","(16.32252860495722, 48.14439486485833)",1,,,,,,
00:00:00,5223,Type 1,00:01:38,"(16.33848860385958, 48.19352985186349)","(16.29662003558883, 48.23162260883915)",1,,,,,,
00:00:00,5595,Type 1,00:01:38,"(16.36118450267634, 48.23013158092057)","(16.331871989784474, 48.244802690759904)",2,,,,,,
00:00:00,5644,Type 1,00:01:39,"(16.43108524070717, 48.2549045183837)","(16.34128503113254, 48.244630627001406)",2,,,,,,
00:00:00,2584,Type 3,00:01:39,"(16.37507775, 48.22102195)","(16.30983955, 48.21483585)",1,,,,,,
00:00:00,4435,Type 2,00:01:40,"(16.427807502497064, 48.23742284460008)","(16.27618016820937, 48.174299193267096)",1,,,,,,
00:00:00,821,Type 1,00:01:41,"(16.36586059332184, 48.18161858766823)","(16.38166347818356, 48.20799869040526)",1,,,,,,
00:00:00,2856,Type 3,00:01:41,"(16.355649043011503, 48.21105227819912)","(16.3555473, 48.2054642)",2,,,,,,
00:00:00,180,Type 1,00:01:41,"(16.363596582036863, 48.1827446332948)","(16.2681986800997, 48.2319397638129)",1,101.0,720.0,16.361412632447617,16.36591263694762,48.19907381864736,48.203573823147366
00:00:00,2508,Type 2,00:01:42,"(16.344888499385327, 48.208854809396776)","(16.35343459851757, 48.19742234225973)",2,,,,,,
00:00:00,3324,Type 2,00:01:43,"(16.39227614884457, 48.15305348714484)","(16.360358549992142, 48.22606400299855)",1,,,,,,
00:00:00,132,Type 3,00:01:43,"(16.36586059332184, 48.18161858766823)","(16.36063574455692, 48.2103920432882)",1,,,,,,
00:00:00,5372,Type 1,00:01:43,"(16.37460325, 48.2203937)","(16.30967516038842, 48.241838197470784)",1,,,,,,
00:00:00,4134,Type 2,00:01:44,"(16.413526360203182, 48.17914110644286)","(16.313703829007608, 48.16544605092897)",1,,,,,,
00:00:00,3819,Type 3,00:01:44,"(16.343632976772177, 48.17971376356428)","(16.407082558926373, 48.161405298242805)",2,,,,,,
00:00:00,3790,Type 1,00:01:45,"(16.37460325, 48.2203937)","(16.39776209876495, 48.16199027567013)",1,,,,,,
00:00:00,3843,Type 3,00:01:45,"(16.260794575829934, 48.213127434345566)","(16.425119914075044, 48.14845940541999)",2,,,,,,
00:00:00,6244,Type 2,00:01:45,"(16.455042502229176, 48.23798900575749)","(16.435844886583148, 48.24454807722865)",2,,,,,,
00:00:00,3064,Type 3,00:01:45,"(16.351752648142448, 48.20634251187884)","(16.355356178227552, 48.21035536430987)",2,,,,,,
00:00:00,4788,Type 3,00:01:46,"(16.314279706179487, 48.17037215173539)","(16.33722864068023, 48.188762079240966)",2,,,,,,
00:00:00,3151,Type 3,00:01:46,"(16.35537217377994, 48.22089659836954)","(16.3502999097978, 48.223740711416255)",2,,,,,,
00:00:00,3214,Type 3,00:01:47,"(16.427807502497064, 48.23742284460008)","(16.356386567957642, 48.22023554218491)",1,,,,,,
00:00:00,598,Type 2,00:01:47,"(16.30885995564679, 48.25227837428879)","(16.37300023959028, 48.20924581124105)",1,,,,,,
00:00:00,2849,Type 2,00:01:48,"(16.427357502497063, 48.23742284460008)","(16.355433672808445, 48.20255296757189)",1,,,,,,
00:00:00,1258,Type 3,00:01:50,"(16.41248016786417, 48.26124929704659)","(16.451140698375045, 48.19092039429594)",1,,,,,,
00:00:00,3842,Type 2,00:01:52,"(16.286100209930694, 48.174193615330495)","(16.425119914075044, 48.14845940541999)",2,,,,,,
00:00:00,4836,Type 2,00:01:52,"(16.309571768365693, 48.21861857620648)","(16.262539162421326, 48.22213185187292)",1,,,,,,
00:00:00,5666,Type 3,00:01:53,"(16.39272614884457, 48.15305348714484)","(16.341778782395117, 48.263495892875554)",1,,,,,,
00:00:00,4110,Type 1,00:01:56,"(16.426655516102336, 48.23834479532236)","(16.30646539979816, 48.17045612858273)",2,,,,,,
00:00:00,154,Type 1,00:01:56,"(16.309571768365693, 48.21861857620648)","(16.3610012, 48.2116213)",1,,,,,,
00:00:00,6160,Type 2,00:01:57,"(16.393238273862373, 48.25536939448132)","(16.411885938972137, 48.2614570984604)",2,,,,,,
00:00:00,3584,Type 3,00:01:57,"(16.30930995564679, 48.25227837428879)","(16.3698486395482, 48.17554845127339)",1,,,,,,
00:00:00,5086,Type 1,00:01:58,"(16.376844253577985, 48.23568670287471)","(16.2681986800997, 48.2319397638129)",2,,,,,,
00:00:00,13,Type 1,00:01:58,"(16.28167035144057, 48.2219250912108)","(16.3574133, 48.2078626)",2,,,,,,
00:00:00,3217,Type 2,00:01:59,"(16.39272614884457, 48.15305348714484)","(16.356386567957642, 48.22023554218491)",1,,,,,,
00:00:00,4668,Type 2,00:02:00,"(16.41293016786417, 48.26124929704659)","(16.323778964122727, 48.18881292863089)",1,,,,,,
00:00:00,5976,Type 2,00:02:02,"(16.356788872888107, 48.23566275737576)","(16.385641915520615, 48.23595091946123)",1,,,,,,
00:00:00,1436,Type 2,00:02:03,"(16.442145013894134, 48.191039299677264)","(16.3882063, 48.2060851)",2,,,,,,
00:00:00,1583,Type 3,00:02:05,"(16.356788872888107, 48.23566275737576)","(16.394420240066964, 48.20553538352292)",1,,,,,,
00:00:00,2867,Type 1,00:02:05,"(16.35844755539956, 48.20552179061737)","(16.360387202503414, 48.20166069852685)",2,,,,,,
00:00:00,4159,Type 2,00:02:05,"(16.3409694, 48.19099495)","(16.31395561715356, 48.17529824805118)",2,,,,,,
00:00:00,1962,Type 3,00:02:06,"(16.2910108665546, 48.221820572900064)","(16.370162339221874, 48.19435104562706)",2,,,,,,
00:00:00,4719,Type 1,00:02:06,"(16.427807502497064, 48.23742284460008)","(16.32522898863352, 48.201433351486784)",1,,,,,,
00:00:00,2994,Type 2,00:02:07,"(16.33730523417377, 48.20875552612894)","(16.34870174955204, 48.21136956869426)",2,,,,,,
